2455419.658	10.936
2455419.66	10.918
2455419.661	10.908
2455419.663	10.909
2455419.664	10.916
2455419.665	10.933
2455419.667	10.935
2455419.668	10.942
2455419.67	10.959
2455419.671	10.963
2455419.673	10.977
2455419.674	10.987
2455419.676	10.997
2455419.677	11.026
2455419.678	11.032
2455419.68	11.051
2455419.681	11.064
2455419.683	11.068
2455419.684	11.091
2455419.686	11.101
2455419.687	11.124
2455419.689	11.129
2455419.69	11.151
2455419.692	11.157
2455419.693	11.162
2455419.694	11.172
2455419.696	11.17
2455419.697	11.181
2455419.699	11.192
2455419.7	11.198
2455419.702	11.206
2455419.703	11.222
2455419.705	11.226
2455419.706	11.234
2455419.708	11.244
2455419.709	11.251
2455419.71	11.257
2455419.712	11.272
2455419.713	11.28
2455419.715	11.287
2455419.716	11.289
2455419.718	11.299
2455419.719	11.311
2455419.721	11.326
2455419.722	11.324
2455419.724	11.326
2455419.725	11.333
2455419.726	11.343
2455419.728	11.335
2455419.729	11.38
2455419.731	11.453
2455419.732	11.433
2455419.734	11.394
2455419.735	11.381
2455419.737	11.381
2455419.738	11.39
2455419.74	11.417
2455419.741	11.391
2455419.742	11.434
2455419.744	11.509
2455419.745	11.725
2455419.747	11.807
2455419.748	11.795
2455419.75	11.692
2455419.751	11.478
2455419.753	11.454
2455419.754	11.507
2455419.756	11.521
2455419.757	11.553
2455419.758	11.587
2455419.76	11.615
2455419.761	11.588
2455419.763	11.562
2455419.764	11.596
2455419.766	11.663
2455419.767	11.709
2455419.769	11.622
2455419.77	11.542
2455419.771	11.465
2455419.773	11.426
2455419.774	11.409
2455419.776	11.398
2455419.777	11.408
2455419.779	11.376
2455419.78	11.343
2455419.782	11.306
2455419.783	11.282
2455419.785	11.234
2455419.786	11.195
2455419.787	11.169
2455419.789	11.104
2455419.79	11.027
2455419.792	11.05
2455419.793	11.094
2455419.795	11
2455419.796	10.942
2455419.798	10.934
2455419.799	10.986
2455419.801	10.939
2455419.802	10.948
2455419.803	10.962
2455419.805	10.97
2455419.806	10.996
2455419.808	11.067
2455419.809	11.157
2455419.811	11.514
2455419.812	11.692
2455419.814	12.4
2455419.815	11.793
2455419.817	12.788
2455425.655	11.136
2455425.658	11.153
2455425.659	11.159
2455425.661	11.138
2455425.662	11.164
2455425.663	11.17
2455425.665	11.17
2455425.666	11.176
2455425.668	11.188
2455425.669	11.187
2455425.671	11.203
2455425.672	11.196
2455425.674	11.215
2455425.675	11.215
2455425.676	11.213
2455425.678	11.225
2455425.679	11.235
2455425.681	11.24
2455425.682	11.238
2455425.684	11.247
2455425.685	11.243
2455425.686	11.244
2455425.688	11.258
2455425.689	11.263
2455425.691	11.265
2455425.692	11.271
2455425.694	11.261
2455425.695	11.272
2455425.696	11.286
2455425.698	11.284
2455425.699	11.274
2455425.701	11.282
2455425.702	11.266
2455425.704	11.286
2455425.705	11.279
2455425.706	11.284
2455425.708	11.265
2455425.709	11.26
2455425.711	11.243
2455425.712	11.228
2455425.714	11.206
2455425.715	11.176
2455425.716	11.162
2455425.718	11.126
2455425.719	11.075
2455425.721	11.05
2455425.722	10.989
2455425.724	10.916
2455425.725	10.865
2455425.727	10.823
2455425.728	10.802
2455425.729	10.788
2455425.731	10.782
2455425.732	10.799
2455425.734	10.792
2455425.735	10.808
2455425.737	10.822
2455425.738	10.83
2455425.739	10.853
2455425.741	10.865
2455425.742	10.87
2455425.744	10.886
2455425.745	10.9
2455425.747	10.907
2455425.748	10.921
2455425.749	10.936
2455425.751	10.951
2455425.752	10.958
2455425.754	10.985
2455425.755	11.005
2455425.757	10.997
2455425.758	11.016
2455425.76	11.028
2455425.761	11.034
2455425.762	11.051
2455425.764	11.051
2455425.765	11.07
2455425.767	11.066
2455425.768	11.081
2455425.77	11.083
2455425.772	11.109
2455425.774	11.116
2455425.775	11.133
2455425.777	11.127
2455425.778	11.142
2455425.78	11.156
2455425.781	11.157
2455425.782	11.173
2455425.784	11.175
2455425.785	11.187
2455425.787	11.195
2455425.788	11.208
2455425.79	11.209
