tBJD,HJD,fits
1782.2577441449378,2458782.257744145,2019-10-25T18:11:09.094
1782.3924634698014,2458782.39246347,2019-10-25T21:25:08.844
1782.528571653498,2458782.5285716536,2019-10-26T00:41:08.591
1782.6632909781292,2458782.663290978,2019-10-26T03:55:08.340
1782.7980103028783,2458782.7980103027,2019-10-26T07:09:08.090
1782.932729627859,2458782.932729628,2019-10-26T10:23:07.840
1783.0674489530718,2458783.067448953,2019-10-26T13:37:07.590
1783.2021682786346,2458783.202168279,2019-10-26T16:51:07.339
1783.33688760478,2458783.3368876046,2019-10-26T20:05:07.089
1783.4716069316241,2458783.4716069316,2019-10-26T23:19:06.839
1783.6063262591658,2458783.606326259,2019-10-27T02:33:06.589
1783.7410455876397,2458783.7410455877,2019-10-27T05:47:06.339
1783.8757649171605,2458783.875764917,2019-10-27T09:01:06.089
1784.0118731069126,2458784.011873107,2019-10-27T12:17:05.836
1784.1465924388797,2458784.1465924387,2019-10-27T15:31:05.587
1784.2813117723592,2458784.2813117723,2019-10-27T18:45:05.337
1784.4160311074686,2458784.4160311073,2019-10-27T21:59:05.088
1784.550750444558,2458784.5507504446,2019-10-28T01:13:04.838
1784.68546978351,2458784.6854697834,2019-10-28T04:27:04.589
1784.8201891247907,2458784.820189125,2019-10-28T07:41:04.340
1784.954908468515,2458784.9549084683,2019-10-28T10:55:04.092
1785.0896278149173,2458785.089627815,2019-10-28T14:09:03.843
1785.2243471642316,2458785.2243471644,2019-10-28T17:23:03.595
1785.3604553761027,2458785.360455376,2019-10-28T20:39:03.344
1785.4951747321682,2458785.495174732,2019-10-28T23:53:03.097
1785.629894092075,2458785.629894092,2019-10-29T03:07:02.850
1785.7604468776956,2458785.7604468777,2019-10-29T06:15:02.610
1785.7896129261146,2458785.789612926,2019-10-29T06:57:02.557
1785.899332824463,2458785.8993328246,2019-10-29T09:35:02.356
1786.034052197759,2458786.034052198,2019-10-29T12:49:02.110
1786.1687715764083,2458786.1687715766,2019-10-29T16:03:01.864
1786.3034909607634,2458786.303490961,2019-10-29T19:17:01.619
1786.4382103512887,2458786.4382103514,2019-10-29T22:31:01.374
1786.5729297485661,2458786.5729297483,2019-10-30T01:45:01.130
1786.709038013174,2458786.709038013,2019-10-30T05:01:00.884
1786.8423685659375,2458786.842368566,2019-10-30T08:13:00.644
1786.9784768473105,2458786.9784768475,2019-10-30T11:29:00.400
1787.1131962783481,2458787.1131962785,2019-10-30T14:43:00.158
1787.2479157198065,2458787.2479157196,2019-10-30T17:56:59.918
1787.3812463122083,2458787.381246312,2019-10-30T21:08:59.681
1787.5173546379945,2458787.517354638,2019-10-31T00:24:59.441
1787.652074117113,2458787.652074117,2019-10-31T03:38:59.204
1787.7867936114815,2458787.7867936115,2019-10-31T06:52:58.968
1787.9229019837746,2458787.922901984,2019-10-31T10:08:58.731
1788.0562326526626,2458788.0562326526,2019-10-31T13:20:58.501
1788.1909522035514,2458788.1909522037,2019-10-31T16:34:58.270
1788.3256717778395,2458788.325671778,2019-10-31T19:48:58.042
1788.4617802405307,2458788.4617802408,2019-10-31T23:04:57.813
1788.5951110089538,2458788.5951110087,2019-11-01T02:16:57.591
1788.7312195360225,2458788.731219536,2019-11-01T05:32:57.368
1788.865939239299,2458788.8659392395,2019-11-01T08:46:57.150
1789.0006589864072,2458789.0006589866,2019-11-01T12:00:56.936
1789.133989918801,2458789.133989919,2019-11-01T15:12:56.729
1789.2700986334733,2458789.2700986336,2019-11-01T18:28:56.522
1789.4034296733787,2458789.4034296735,2019-11-01T21:40:56.324
1789.5395384874703,2458789.5395384873,2019-11-02T00:56:56.125
1789.6742584423203,2458789.674258442,2019-11-02T04:10:55.929
