tBJD,HJD,fits,dMag
1683.3994022490074,2458683.399402249,2019-07-18T21:35:08.354,1.486295003398218
1683.5341269788914,2458683.534126979,2019-07-19T00:49:08.571,1.4743542834710859
1683.6688516736172,2458683.6688516736,2019-07-19T04:03:08.785,1.4551211811436557
1683.8049652557077,2458683.804965256,2019-07-19T07:19:08.998,1.4589746233498704
1683.939689903053,2458683.939689903,2019-07-19T10:33:09.208,1.457321218793275
1684.0744145342164,2458684.074414534,2019-07-19T13:47:09.416,1.4705465512436484
1684.20913915269,2458684.209139153,2019-07-19T17:01:09.623,1.4814623609781599
1684.3452526741294,2458684.345252674,2019-07-19T20:17:09.831,1.4753189488434768
1684.4785883604172,2458684.4785883604,2019-07-19T23:29:10.034,1.4703342206316576
1684.6133129530467,2458684.613312953,2019-07-20T02:43:10.239,1.4803517800025552
1684.7480375399718,2458684.74803754,2019-07-20T05:57:10.443,1.480772947811324
1684.8813732087983,2458684.881373209,2019-07-20T09:09:10.645,1.4653958948963175
1685.0174866998527,2458685.0174867,2019-07-20T12:25:10.851,1.4827539545630168
1685.154989100392,2458685.1549891005,2019-07-20T15:43:11.058,1.4738754307375095
1685.2897136714846,2458685.2897136714,2019-07-20T18:57:11.261,1.4710525269939243
1685.421660413947,2458685.421660414,2019-07-20T22:07:11.460,1.473682835752865
1685.5563849800342,2458685.55638498,2019-07-21T01:21:11.662,1.4752280161174005
1685.6924984571192,2458685.692498457,2019-07-21T04:37:11.867,1.4859236475626587
1685.8286119323411,2458685.828611932,2019-07-21T07:53:12.071,1.468092658977832
1685.9633364928407,2458685.963336493,2019-07-21T11:07:12.273,1.4810231029048364
1686.0966721389661,2458686.096672139,2019-07-21T14:19:12.473,1.4744748144827622
1686.2313966965553,2458686.2313966965,2019-07-21T17:33:12.675,1.484188226686754
1686.3675101659574,2458686.367510166,2019-07-21T20:49:12.878,1.4815935787466779
1686.5008458082402,2458686.500845808,2019-07-22T00:01:13.078,1.4740790575281668
1686.6369592754304,2458686.636959275,2019-07-22T03:17:13.281,1.482333088107877
1686.7716838287115,2458686.771683829,2019-07-22T06:31:13.483,1.481443658089741
1686.905019468202,2458686.905019468,2019-07-22T09:43:13.682,1.4803574141280351
1687.0411329327144,2458687.0411329325,2019-07-22T12:59:13.885,1.4862900259341432
1687.1758574835508,2458687.1758574834,2019-07-22T16:13:14.087,1.4775131370725874
1687.3091931207132,2458687.309193121,2019-07-22T19:25:14.286,1.4805118696937567
1687.4453065831303,2458687.4453065833,2019-07-22T22:41:14.489,1.4842811563280647
1687.580031131988,2458687.580031132,2019-07-23T01:55:14.690,1.469135037488851
1687.7147556803811,2458687.7147556804,2019-07-23T05:09:14.891,1.4898637728825004
1687.8494802283078,2458687.8494802285,2019-07-23T08:23:15.092,1.4671863842910695
1687.8592026183305,2458687.8592026182,2019-07-23T08:37:15.106,1.4027543621000969
1687.8647582697727,2458687.86475827,2019-07-23T08:45:15.115,1.334397650041471
1687.875869572656,2458687.8758695726,2019-07-23T09:01:15.131,1.1914241774968517
1687.8967032655623,2458687.8967032656,2019-07-23T09:31:15.162,1.0364270882027846
1687.9869826014901,2458687.9869826017,2019-07-23T11:41:15.297,1.4801306714952105
1688.1189293228804,2458688.118929323,2019-07-23T14:51:15.493,1.4738323531718176
1688.2536538696436,2458688.2536538695,2019-07-23T18:05:15.694,1.4905459770709932
1688.3911562417784,2458688.3911562418,2019-07-23T21:23:15.899,1.47588898567614
1688.5244918752146,2458688.5244918754,2019-07-24T00:35:16.098,1.4762199547229842
1688.6578275084184,2458688.6578275086,2019-07-24T03:47:16.297,1.479143121324807
1688.7939409673431,2458688.7939409674,2019-07-24T07:03:16.500,1.4693450605474887
1688.9286655132914,2458688.928665513,2019-07-24T10:17:16.700,1.480373712567827
1689.0647789720997,2458689.064778972,2019-07-24T13:33:16.903,1.4676426332980028
1689.1981146053035,2458689.198114605,2019-07-24T16:45:17.102,1.4644518761194183
1689.3314502386247,2458689.331450239,2019-07-24T19:57:17.301,1.4561680728538684
1689.3356169772053,2458689.3356169774,2019-07-24T20:03:17.307,1.4739027071962403
1689.468952610875,2458689.468952611,2019-07-24T23:15:17.506,1.4844439674925123
1689.6050660704987,2458689.6050660703,2019-07-25T02:31:17.708,1.4785084433298554
1689.7384017047507,2458689.738401705,2019-07-25T05:43:17.907,1.479750926104092
1689.8745151653056,2458689.874515165,2019-07-25T08:59:18.110,1.4662407035536884
1690.0078508006059,2458690.0078508006,2019-07-25T12:11:18.309,1.4726584677857182
1690.143964262441,2458690.143964262,2019-07-25T15:27:18.512,1.4824514029611215
1690.277299899254,2458690.277299899,2019-07-25T18:39:18.711,1.4932130051681036
1690.4120244497426,2458690.4120244496,2019-07-25T21:53:18.912,1.475676233349816
1690.41480227558,2458690.4148022756,2019-07-25T21:57:18.917,1.4714692554066697
1690.5467490013953,2458690.5467490014,2019-07-26T01:07:19.114,1.4824055413751704
1690.684251379933,2458690.68425138,2019-07-26T04:25:19.319,1.4761096631109876
1690.8189759339148,2458690.818975934,2019-07-26T07:39:19.521,1.4670370120449054
1690.950922663455,2458690.9509226633,2019-07-26T10:49:19.718,1.477913043543377
1691.088425046416,2458691.0884250463,2019-07-26T14:07:19.924,1.4778750067374544
1691.2217606921945,2458691.221760692,2019-07-26T17:19:20.124,1.4776187486335406
1691.3564852528111,2458691.3564852527,2019-07-26T20:33:20.326,1.4700703856554909
1691.4912098155237,2458691.4912098157,2019-07-26T23:47:20.528,1.4790579864510172
1691.6273232935412,2458691.6273232936,2019-07-27T03:03:20.733,1.486108650384127
1691.7606589480501,2458691.760658948,2019-07-27T06:15:20.933,1.4757064758313623
1691.7828815574253,2458691.7828815575,2019-07-27T06:47:20.967,1.2135674346804741
1691.8939946052365,2458691.893994605,2019-07-27T09:27:21.134,1.4612005575963147
1691.8995502577259,2458691.8995502577,2019-07-27T09:35:21.142,1.461800161410131
1691.9203839543575,2458691.9203839544,2019-07-27T10:05:21.174,1.217394829140441
1692.0314970047298,2458692.031497005,2019-07-27T12:45:21.341,1.4679925069552993
1692.1634437548755,2458692.163443755,2019-07-27T15:55:21.540,1.4632299244066456
1692.167610494505,2458692.1676104944,2019-07-27T16:01:21.547,1.4895287740233478
1692.2995572481432,2458692.299557248,2019-07-27T19:11:21.746,1.4649587223065246
1692.3023350745639,2458692.3023350746,2019-07-27T19:15:21.750,1.4578000913064606
1692.4356707452534,2458692.435670745,2019-07-27T22:27:21.952,1.4804337172874689
1692.4398374849989,2458692.439837485,2019-07-27T22:33:21.959,1.4580325671214265
1692.5690064200185,2458692.56900642,2019-07-28T01:39:22.155,1.4779161433556791
1692.5745620733237,2458692.574562073,2019-07-28T01:47:22.163,1.4547560517909537
1692.5898401196778,2458692.5898401197,2019-07-28T02:09:22.186,1.2776325687661783
1692.5953957728652,2458692.5953957727,2019-07-28T02:17:22.195,1.2067372584908764
1692.7051199259759,2458692.705119926,2019-07-28T04:55:22.362,1.4692515047869146
1692.839844523614,2458692.8398445235,2019-07-28T08:09:22.567,1.4741494287547638
1692.8454001771515,2458692.845400177,2019-07-28T08:17:22.575,1.4639445787299703
1692.9745691264898,2458692.9745691265,2019-07-28T11:23:22.773,1.4715798823118829
1693.1092937351868,2458693.109293735,2019-07-28T14:37:22.979,1.4731362018756469
1693.2440183502872,2458693.2440183503,2019-07-28T17:51:23.185,1.4936451407428997
1693.3787429721388,2458693.378742972,2019-07-28T21:05:23.393,1.4772597919126527
1693.5134676014409,2458693.5134676015,2019-07-29T00:19:23.601,1.471827307581095
1693.6495811528016,2458693.649581153,2019-07-29T03:35:23.812,1.4835473684166836
1693.7843057992168,2458693.7843057993,2019-07-29T06:49:24.021,1.4706688377584216
1693.9190304554113,2458693.9190304554,2019-07-29T10:03:24.231,1.4713868051793448
1694.0551440362246,2458694.055144036,2019-07-29T13:19:24.445,1.4828927055303827
1694.1884798002802,2458694.1884798002,2019-07-29T16:31:24.655,1.4725099103260997
1694.3232044911665,2458694.3232044913,2019-07-29T19:45:24.868,1.4805139696428404
1694.457929196023,2458694.457929196,2019-07-29T22:59:25.083,1.484060976102453
1694.5940428309689,2458694.594042831,2019-07-30T02:15:25.301,1.4884722617796073
1694.728767568189,2458694.7287675682,2019-07-30T05:29:25.518,1.4670261440961025
1694.8621034089638,2458694.862103409,2019-07-30T08:41:25.735,1.474269476433656
1694.8648812392235,2458694.8648812394,2019-07-30T08:45:25.739,1.4746635542676718
1694.9982171007202,2458694.9982171007,2019-07-30T11:57:25.958,1.472749953522434
1695.1343308159926,2458695.134330816,2019-07-30T15:13:26.183,1.4719002130965602
1695.2676667254532,2458695.2676667254,2019-07-30T18:25:26.405,1.481092606168804
1695.401002662619,2458695.4010026627,2019-07-30T21:37:26.630,1.4763123472396293
1695.5371164631083,2458695.5371164633,2019-07-31T00:53:26.862,1.476423440530956
1695.671841381587,2458695.6718413816,2019-07-31T04:07:27.095,1.488399424334743
1695.8065663362713,2458695.806566336,2019-07-31T07:21:27.331,1.4785597009882907
1695.9412913279753,2458695.941291328,2019-07-31T10:35:27.571,1.4779179089185064
1696.076016353556,2458696.0760163534,2019-07-31T13:49:27.813,1.461907085423979
1696.2107414021866,2458696.210741402,2019-07-31T17:03:28.057,1.4457418597116065
1696.3468553672878,2458696.346855367,2019-07-31T20:19:28.304,1.4221572790039483
1696.3510221208871,2458696.351022121,2019-07-31T20:25:28.311,1.4078106324537067
1697.4246517936795,2458697.4246517937,2019-08-01T22:11:29.915,1.4965562353794162
1697.5593759137832,2458697.559375914,2019-08-02T01:25:30.079,1.4882732273913901
1697.6954889037893,2458697.6954889037,2019-08-02T04:41:30.241,1.4571600772404687
1697.8288240487495,2458697.828824049,2019-08-02T07:53:30.398,1.4729260422623156
1697.9635480786305,2458697.9635480787,2019-08-02T11:07:30.554,1.4589235964536262
1697.9691037083035,2458697.9691037084,2019-08-02T11:15:30.560,1.43883103460257
1698.1010499046643,2458698.1010499047,2019-08-02T14:25:30.712,1.4759803364193267
1698.2357739012507,2458698.2357739015,2019-08-02T17:39:30.865,1.4805401601583508
1698.3691089788067,2458698.3691089787,2019-08-02T20:51:31.016,1.4771267198276237
1698.505221860081,2458698.50522186,2019-08-03T00:07:31.169,1.4756576874146299
1698.6385569191275,2458698.638556919,2019-08-03T03:19:31.318,1.4820269842273912
1698.7732808776468,2458698.7732808776,2019-08-03T06:33:31.468,1.4654606778377526
1698.7774475979513,2458698.777447598,2019-08-03T06:39:31.472,1.4611718920965473
1698.9093937365697,2458698.9093937366,2019-08-03T09:49:31.619,1.4782576621339274
1699.0427287765247,2458699.0427287766,2019-08-03T13:01:31.766,1.4684346034180322
1699.1774527180473,2458699.177452718,2019-08-03T16:15:31.915,1.476961472050419
1699.1830083444593,2458699.1830083444,2019-08-03T16:23:31.921,1.4349674570252111
1699.3135655618362,2458699.313565562,2019-08-03T19:31:32.065,1.473028367909778
1699.4469005884034,2458699.4469005885,2019-08-03T22:43:32.211,1.4861014862176254
1699.583013424277,2458699.583013424,2019-08-04T01:59:32.360,1.4644089498707342
1699.7191262566569,2458699.7191262566,2019-08-04T05:15:32.509,1.469357433548595
1699.8524612729798,2458699.852461273,2019-08-04T08:27:32.654,1.4778795175160975
1699.9885740991913,2458699.9885740993,2019-08-04T11:43:32.802,1.4785836102190724
1700.1232980161494,2458700.1232980164,2019-08-04T14:57:32.949,1.470062270996107
1700.259410836773,2458700.2594108367,2019-08-04T18:13:33.096,1.4812471009101813
1700.3927458422677,2458700.392745842,2019-08-04T21:25:33.241,1.4772391261965285
1700.5274697516606,2458700.527469752,2019-08-05T00:39:33.387,1.4801734332299428
1700.6608047525006,2458700.6608047527,2019-08-05T03:51:33.531,1.4729546501765836
1700.796917563694,2458700.796917564,2019-08-05T07:07:33.678,1.4721227178001959
1700.931641466334,2458700.9316414664,2019-08-05T10:21:33.823,1.4715223060641471
1701.0663653669963,2458701.066365367,2019-08-05T13:35:33.968,1.4647581024247398
1701.201089265678,2458701.2010892658,2019-08-05T16:49:34.113,1.4743373672001918
1701.3358131622658,2458701.3358131624,2019-08-05T20:03:34.257,1.4851964407692
1701.3399798807063,2458701.3399798805,2019-08-05T20:09:34.262,1.4729594638481887
1701.4705370571064,2458701.470537057,2019-08-05T23:17:34.402,1.4804056996857702
1701.4747037754314,2458701.4747037753,2019-08-05T23:23:34.406,1.467991247465534
1701.605260950084,2458701.60526095,2019-08-06T02:31:34.546,1.4708752554891935
1701.6094276682925,2458701.609427668,2019-08-06T02:37:34.551,1.4586753884762367
1701.6149832927267,2458701.6149832928,2019-08-06T02:45:34.556,1.4044804485869382
1701.62053891716,2458701.6205389174,2019-08-06T02:53:34.562,1.3324090923062128
1701.6260945415934,2458701.6260945415,2019-08-06T03:01:34.568,1.2713594054417174
1701.634427978127,2458701.634427978,2019-08-06T03:13:34.577,1.172308780977547
1701.638594696453,2458701.6385946963,2019-08-06T03:19:34.582,1.128993639592815
1701.7427626534168,2458701.7427626536,2019-08-06T05:49:34.693,1.4820313086264714
1701.8760976366775,2458701.8760976368,2019-08-06T09:01:34.836,1.4804821088429834
1702.0108215244177,2458702.0108215245,2019-08-06T12:15:34.980,1.469477850085356
1702.1455454105271,2458702.1455454105,2019-08-06T15:29:35.123,1.4712600814607073
1702.2816582009991,2458702.281658201,2019-08-06T18:45:35.269,1.4757793372965557
1702.4136042719829,2458702.413604272,2019-08-06T21:55:35.409,1.4807307514630277
1702.4191598959515,2458702.4191598957,2019-08-06T22:03:35.415,1.4609490197626651
1702.5511059654195,2458702.5511059654,2019-08-07T01:13:35.555,1.468107702619231
1702.6844409396006,2458702.6844409397,2019-08-07T04:25:35.697,1.4770657340828768
1702.8205537242525,2458702.820553724,2019-08-07T07:41:35.842,1.4863399717705676
