tBJD,HJD,fits
1834.1232859570832,2458834.123285957,2019-12-16T14:57:31.907
1834.162174116258,2458834.1621741164,2019-12-16T15:53:31.844
1834.2010622735695,2458834.2010622737,2019-12-16T16:49:31.780
1834.239950428088,2458834.2399504283,2019-12-16T17:45:31.717
1834.2788385802778,2458834.2788385805,2019-12-16T18:41:31.653
1834.3163378679105,2458834.316337868,2019-12-16T19:35:31.592
1834.3205044555284,2458834.3205044554,2019-12-16T19:41:31.585
1834.3593926025962,2458834.3593926025,2019-12-16T20:37:31.521
1834.3955030233435,2458834.395503023,2019-12-16T21:29:31.461
1834.4357800284492,2458834.4357800283,2019-12-16T22:27:31.394
1834.4746681689976,2458834.474668169,2019-12-16T23:23:31.330
1834.5135563072176,2458834.513556307,2019-12-17T00:19:31.265
1834.552444443109,2458834.552444443,2019-12-17T01:15:31.200
1834.5927214384355,2458834.5927214385,2019-12-17T02:13:31.132
1834.632998431434,2458834.6329984316,2019-12-17T03:11:31.064
1834.6704976985777,2458834.6704976987,2019-12-17T04:05:31.001
1834.7093858251565,2458834.7093858253,2019-12-17T05:01:30.935
1834.7121635482172,2458834.712163548,2019-12-17T05:05:30.931
1834.7496628107042,2458834.749662811,2019-12-17T05:59:30.867
1834.787162070863,2458834.787162071,2019-12-17T06:53:30.803
1834.827439051754,2458834.8274390516,2019-12-17T07:51:30.734
1834.8663271690195,2458834.866327169,2019-12-17T08:47:30.667
1834.9052152839567,2458834.905215284,2019-12-17T09:43:30.601
1834.9441033965654,2458834.9441033965,2019-12-17T10:39:30.533
1834.9829915068458,2458834.982991507,2019-12-17T11:35:30.466
1835.0218796147979,2458835.021879615,2019-12-17T12:31:30.399
1835.063545442552,2458835.0635454427,2019-12-17T13:31:30.326
1835.101044685015,2458835.101044685,2019-12-17T14:25:30.261
1835.1427105071812,2458835.1427105074,2019-12-17T15:25:30.188
1835.1802097454538,2458835.1802097457,2019-12-17T16:19:30.122
1835.2204867021305,2458835.220486702,2019-12-17T17:17:30.051
1835.2579859357465,2458835.2579859355,2019-12-17T18:11:29.985
1835.2954851674995,2458835.2954851673,2019-12-17T19:05:29.918
1835.3371509775584,2458835.3371509775,2019-12-17T20:05:29.844
1835.3746502046552,2458835.3746502046,2019-12-17T20:59:29.778
1835.4149271496904,2458835.4149271497,2019-12-17T21:57:29.706
1835.4538152324967,2458835.4538152325,2019-12-17T22:53:29.636
1835.4927033129748,2458835.492703313,2019-12-17T23:49:29.566
1835.531591391125,2458835.531591391,2019-12-18T00:45:29.496
1835.5690906070458,2458835.569090607,2019-12-18T01:39:29.428
1835.6093675409052,2458835.609367541,2019-12-18T02:37:29.356
1835.64964447197,2458835.649644472,2019-12-18T03:35:29.282
1835.6871436813722,2458835.6871436816,2019-12-18T04:29:29.214
1835.7274206077814,2458835.7274206076,2019-12-18T05:27:29.140
1835.764919812992,2458835.764919813,2019-12-18T06:21:29.072
1835.8051967347442,2458835.8051967346,2019-12-18T07:19:28.998
1835.845473654168,2458835.845473654,2019-12-18T08:17:28.924
1835.884361711829,2458835.884361712,2019-12-18T09:13:28.852
1835.923249767627,2458835.9232497676,2019-12-18T10:09:28.780
1835.9607489621276,2458835.960748962,2019-12-18T11:03:28.710
1836.0010258722382,2458836.0010258723,2019-12-18T12:01:28.635
1836.0413027800214,2458836.04130278,2019-12-18T12:59:28.560
1836.0788019675363,2458836.0788019677,2019-12-18T13:53:28.490
1836.1176900121586,2458836.1176900123,2019-12-18T14:49:28.417
1836.1551891959493,2458836.155189196,2019-12-18T15:43:28.347
1836.195466094418,2458836.1954660947,2019-12-18T16:41:28.271
1836.2357429905596,2458836.2357429904,2019-12-18T17:39:28.194
1836.2746310263349,2458836.274631026,2019-12-18T18:35:28.121
1836.3149079178193,2458836.3149079178,2019-12-18T19:33:28.044
1836.3524070904336,2458836.3524070904,2019-12-18T20:27:27.973
1836.391295119689,2458836.3912951197,2019-12-18T21:23:27.898
1836.4315720041882,2458836.431572004,2019-12-18T22:21:27.821
1836.4690711707492,2458836.469071171,2019-12-18T23:15:27.749
1836.5079591930198,2458836.507959193,2019-12-19T00:11:27.674
1836.5871240886145,2458836.587124089,2019-12-19T02:05:27.521
1836.6246232467925,2458836.624623247,2019-12-19T02:59:27.449
1836.6662889753607,2458836.666288975,2019-12-19T03:59:27.367
1836.7037881288838,2458836.7037881287,2019-12-19T04:53:27.294
1836.7412872805426,2458836.7412872803,2019-12-19T05:47:27.221
1836.745453852794,2458836.7454538527,2019-12-19T05:53:27.213
1836.7801752874464,2458836.7801752873,2019-12-19T06:43:27.145
1836.8204521495945,2458836.8204521495,2019-12-19T07:41:27.066
1836.8593401518417,2458836.859340152,2019-12-19T08:37:26.989
1836.9010058664394,2458836.9010058665,2019-12-19T09:37:26.907
1836.9385050073888,2458836.9385050074,2019-12-19T10:31:26.833
1836.9760041464763,2458836.9760041465,2019-12-19T11:25:26.758
1837.0148921403415,2458837.0148921404,2019-12-19T12:21:26.681
1837.0551689885192,2458837.0551689886,2019-12-19T13:19:26.601
1837.0954458348342,2458837.095445835,2019-12-19T14:17:26.520
1837.132944965539,2458837.1329449657,2019-12-19T15:11:26.445
1837.171832950557,2458837.171832951,2019-12-19T16:07:26.367
1837.2107209332462,2458837.210720933,2019-12-19T17:03:26.289
1837.2509977707145,2458837.2509977706,2019-12-19T18:01:26.207
1837.2898857492128,2458837.289885749,2019-12-19T18:57:26.129
1837.3287737253827,2458837.3287737253,2019-12-19T19:53:26.050
1837.36766169969,2458837.3676616997,2019-12-19T20:49:25.971
1837.406549671669,2458837.4065496717,2019-12-19T21:45:25.892
1837.4468264974953,2458837.4468264976,2019-12-19T22:43:25.809
1837.4857144652838,2458837.4857144654,2019-12-19T23:39:25.730
1837.5232135750339,2458837.523213575,2019-12-20T00:33:25.653
1837.563490394341,2458837.5634903945,2019-12-20T01:31:25.570
1837.6023783556097,2458837.602378356,2019-12-20T02:27:25.490
1837.6426551707264,2458837.6426551705,2019-12-20T03:25:25.407
1837.6815431273392,2458837.681543127,2019-12-20T04:21:25.326
1837.7204310825546,2458837.7204310824,2019-12-20T05:17:25.246
1837.7593190349758,2458837.759319035,2019-12-20T06:13:25.165
1837.7995958412448,2458837.799595841,2019-12-20T07:11:25.081
1837.838483789475,2458837.8384837895,2019-12-20T08:07:24.999
1837.8745940253539,2458837.8745940253,2019-12-20T08:59:24.924
1837.9162596798828,2458837.91625968,2019-12-20T09:59:24.836
1837.9537587668146,2458837.953758767,2019-12-20T10:53:24.757
1837.9926467071296,2458837.992646707,2019-12-20T11:49:24.676
1838.0329234998935,2458838.0329235,2019-12-20T12:47:24.590
1838.0732002903296,2458838.0732002906,2019-12-20T13:45:24.505
1838.1120882241248,2458838.112088224,2019-12-20T14:41:24.423
1838.1509761555915,2458838.1509761554,2019-12-20T15:37:24.340
1838.1898640851955,2458838.189864085,2019-12-20T16:33:24.257
1838.228752012471,2458838.2287520124,2019-12-20T17:29:24.174
1838.2676399374188,2458838.2676399373,2019-12-20T18:25:24.091
1838.3065278609693,2458838.306527861,2019-12-20T19:21:24.007
1838.346804636038,2458838.346804636,2019-12-20T20:19:23.921
1838.3856925553973,2458838.3856925555,2019-12-20T21:15:23.837
1838.4245804719628,2458838.424580472,2019-12-20T22:11:23.753
1838.4620795328192,2458838.462079533,2019-12-20T23:05:23.672
1838.5023562999718,2458838.5023563,2019-12-21T00:03:23.584
1838.5426330643309,2458838.5426330646,2019-12-21T01:01:23.497
1838.5801321191334,2458838.5801321194,2019-12-21T01:55:23.415
1838.6190200259198,2458838.6190200257,2019-12-21T02:51:23.330
1838.6579079303783,2458838.65790793,2019-12-21T03:47:23.245
1838.6967958329742,2458838.696795833,2019-12-21T04:43:23.160
1838.7370725870887,2458838.737072587,2019-12-21T05:41:23.072
1838.7773493393408,2458838.7773493393,2019-12-21T06:39:22.983
1838.817626088799,2458838.817626089,2019-12-21T07:37:22.894
1838.8537362767152,2458838.8537362767,2019-12-21T08:29:22.814
1838.892624169066,2458838.892624169,2019-12-21T09:25:22.728
1838.8954018758286,2458838.895401876,2019-12-21T09:29:22.722
1838.9329009129356,2458838.932900913,2019-12-21T10:23:22.639
1838.9717888010955,2458838.9717888013,2019-12-21T11:19:22.552
1839.0106766873937,2458839.0106766876,2019-12-21T12:15:22.466
1839.0495645718293,2458839.049564572,2019-12-21T13:11:22.379
1839.0884524544012,2458839.088452454,2019-12-21T14:07:22.292
1839.1273403351106,2458839.127340335,2019-12-21T15:03:22.205
1839.1662282134916,2458839.1662282133,2019-12-21T15:59:22.118
1839.2078937958431,2458839.207893796,2019-12-21T16:59:22.024
1839.2440039651324,2458839.244003965,2019-12-21T17:51:21.943
1839.2842806903764,2458839.2842806904,2019-12-21T18:49:21.852
1839.3245574137577,2458839.324557414,2019-12-21T19:47:21.761
1839.3634452828264,2458839.363445283,2019-12-21T20:43:21.672
1839.402333149566,2458839.4023331497,2019-12-21T21:39:21.584
1839.4398321624585,2458839.4398321626,2019-12-21T22:33:21.499
1839.51760788709,2458839.5176078873,2019-12-22T00:25:21.321
1839.5578845988305,2458839.5578845986,2019-12-22T01:23:21.229
1839.5967724567226,2458839.5967724565,2019-12-22T02:19:21.140
1839.6370491647363,2458839.6370491646,2019-12-22T03:17:21.048
1839.6759370189038,2458839.675937019,2019-12-22T04:13:20.958
1839.7134360192235,2458839.713436019,2019-12-22T05:07:20.872
1839.7523238701312,2458839.75232387,2019-12-22T06:03:20.782
1839.7939894226788,2458839.7939894227,2019-12-22T07:03:20.686
1839.8314884178762,2458839.831488418,2019-12-22T07:57:20.599
1839.868987412143,2458839.868987412,2019-12-22T08:51:20.512
1839.909264107584,2458839.9092641077,2019-12-22T09:49:20.419
1839.9481519496435,2458839.94815195,2019-12-22T10:45:20.328
1839.9898174928778,2458839.9898174927,2019-12-22T11:45:20.231
1840.0273164806254,2458840.0273164804,2019-12-22T12:39:20.144
1840.0662043180282,2458840.066204318,2019-12-22T13:35:20.053
1840.105092154035,2458840.105092154,2019-12-22T14:31:19.962
1840.1439799886439,2458840.1439799885,2019-12-22T15:27:19.871
1840.1828678218567,2458840.182867822,2019-12-22T16:23:19.780
1840.2231445047246,2458840.2231445047,2019-12-22T17:21:19.685
1840.2620323346778,2458840.2620323347,2019-12-22T18:17:19.594
1840.3009201636987,2458840.3009201637,2019-12-22T19:13:19.502
1840.3398079917883,2458840.339807992,2019-12-22T20:09:19.410
1840.3786958180162,2458840.378695818,2019-12-22T21:05:19.319
1840.4175836437776,2458840.417583644,2019-12-22T22:01:19.227
1840.459249169784,2458840.4592491696,2019-12-22T23:01:19.128
1840.4981369932175,2458840.498136993,2019-12-22T23:57:19.036
1840.5356359651314,2458840.535635965,2019-12-23T00:51:18.947
1840.5745237867025,2458840.5745237865,2019-12-23T01:47:18.855
1840.6148004588608,2458840.614800459,2019-12-23T02:45:18.760
1840.6536882790351,2458840.653688279,2019-12-23T03:41:18.667
1840.6925760992085,2458840.692576099,2019-12-23T04:37:18.575
1840.7314639189165,2458840.731463919,2019-12-23T05:33:18.483
1840.7703517381592,2458840.770351738,2019-12-23T06:29:18.390
1840.809239557867,2458840.809239558,2019-12-23T07:25:18.298
1840.8495162281624,2458840.8495162283,2019-12-23T08:23:18.202
1840.8870151972833,2458840.8870151974,2019-12-23T09:17:18.113
1840.9272918685106,2458840.9272918687,2019-12-23T10:15:18.017
1840.9647908394936,2458840.9647908397,2019-12-23T11:09:17.929
1841.0036786615306,2458841.0036786613,2019-12-23T12:05:17.836
1841.0439553364822,2458841.0439553363,2019-12-23T13:03:17.741
1841.0828431622444,2458841.082843162,2019-12-23T13:59:17.649
1841.1217309898684,2458841.12173099,2019-12-23T14:55:17.558
